id	productname
411	Rau cải bó xôi thủy canh 300gr
412	(ĐẶC SẢN HÀ GIANG) Váng đậu lá thả lẩu Hagi Food túi 200gr
413	Kisshu nhân đậu đỏ Bảo Ngọc gói 50g
414	Cháo dinh dưỡng bổ sung canxi và vitamin nhóm B thịt gà Nutriqueen gói 50g
415	Cháo dinh dưỡng bổ sung Canxi và vitamin nhóm B thịt bằm Nutriqueen Gói 50g
416	Cháo dinh dưỡng bổ sung Canxi và vitamin nhóm B đậu xanh hạt sen Nutriqueen Gói 50g
417	Thịt bò vụn Úc tươi DVQ khay 200gr +/- 10gr
418	Tim heo nhập khẩu Tây Ban Nha tiêu chuẩn châu Âu TPFOOF túi 1 quả 300-500gr
419	Cải chíp túi 400gr
420	Giấy vệ sinh Hasu không lõi bịch 10 cuộn
421	Gà viên nấm hương CP gói 500gr
422	Pillows Snack Nhân Socola Vị Hazelnut OISHI gói 80g
423	Bò viên Godaco 200g
424	Trà sữa trân châu đường đen Thảo Nguyên Xanh chai 350ml
425	Hạt Nêm Knorr thịt thăn xương ống và tủy gói 400gr (Tặng kẹp 1 gói hạt nêm Knorr 65g)
426	Chả cốm làng vòng Kitkool LC Food gói 200g
427	Lốc 4 hộp sữa chua TH True Yogurt ít đường hộp 100gr
428	Cải Thảo Đà Lạt 0.8-1kg
429	Củ Cải Trắng tui 600 - 700g
430	Chả Cá Thát Lát Ốc Vị Sả Ớt Gói 200g
431	Chả ram tôm đất Quy Nhơn Thanh Vân khay 200g
432	Dồi sụn Déli (LC Foods) gói 500g
433	Chả sụn HoangMinhFoods gói 200g
434	Chả cốm Hà Nội Muwono (làm từ cốm tự nhiên) thơm ngon gói 500gr
435	Chả mực gia truyền thơm ngon túi 250gr
436	SUNLIGHT Nước Lau Sàn Hương Hoa Lily và Bạch Trà Chai 1kg
437	MAXKLEEN Nước giặt xả dấu ấn ngọt ngào cửa trước túi cực đại 4.2kg
438	Xốt ướp xá xíu cholimex gói 70g
439	Lốc 4 hộp sữa tươi tiệt trùng TH True Milk hương socola 180ml
440	Combo 10 gói Mì Kokomi Tôm chua cay gói 65Gr
441	Combo 5 ly mì Modern Acecook lẩu Thái tôm ly 67gr
442	Nấm hải sản túi 170gr
443	(QUÀ TẶNG) Bim Bim củ mài Q Royak vị thịt nướng 33gr
444	Bim Bim củ mài Q Royak vị thịt nướng 33gr
445	Thùng 30 gói KOKOMI PRO Mì tôm cay sa tế gói 75g ( Date t7/2025 )
446	Kem đánh răng Colgate trẻ em kỳ lân Unicorn hương dâu 40g
447	  Bánh gio mật mía Bắc Kạn Set 5 cái kèm mật mía (35-40gr/1 cái
448	Rau Dền túi 400g +/-10g
449	Trứng gà Ba Huân Size L hộp 6 quả
450	[ THÙNG 12 CHAI ] Nước suối Satori thùng 12 chai 1.5L
451	Thịt Heo Xay CP Túi 1kg
452	Tàu Hũ Trắng Ichiban cây 220g
453	Nấm Kim Châm NK  - Song Khang gói 150g
454	Nui Ăn Liền Safoco gói 60g
455	Đậu hũ chiên bi túi 200 +/- 20g (18 viên/túi)
456	Giò lụa Ước Lễ hiệu Tích Việt 200g
457	Cần nước túi 400gr -SAPA Lâm Anh
458	"Xoài Táo, túi 0.8kg +/-50g"
459	"Cam sành da cám Vĩnh Long, túi 5kg +/-100g"
460	Xúc xích Đức xông khói Godaco gói 500g (10 cây)
461	Quýt sim mã rám khay 0.9 - 1.1 kg
462	Giấy vệ sinh Hà Nội Silk Xanh bịch 10 cuộn không lõi
463	Cà rốt túi từ 0.9-1.1 kg củ có bám đất
464	Chanh xanh quả túi 500gr
465	[CỰC RẺ] Dầu đậu nành Simply chai 1L
466	Bánh gạo Tteokbokki H'Food Vị Truyền Thống kèm xốt gói 300g
467	Nước rửa chén Lix Siêu Sạch ngát hương Chanh túi 3.5kg
468	Nước lau sàn Sunlight tinh dầu thảo mộc hoa Lily & bạch trà túi 3.6kg
469	Lốc 3 hộp Caramen Ông Hiếu hộp 55gr
470	Sả củ túi 200gr
471	[Giảm 59%] 5 khay bò nướng lá lốt khay 200gr +/- 10gr (50 cuốn)
472	Nấm mỡ trắng khay 200gr - NCC Thiên Cảnh
473	Tỏi cô đơn túi 250gr
474	Nước giặt OMO Matic Cửa Trước Chuyên Dụng túi 4KG 
475	Nước rửa chén Fily hương chanh chai 750g
476	Sữa Đậu Nành Nuti Nguyên Chất Bịch 200ml
477	(RẺ) Đùi gà góc tư tươi JAPFA BEST khay 500gr
478	Lưỡi heo Ace Food nhập khẩu Hà Lan túi 300gr +/- 15gr
479	Sách bò tươi trắng DVQ khay 200gr +/- 10gr
480	Mực vòng Nugget LC Foods gói 300g
481	Nước Tương Tam Thái Tử Nhị Ca Chinsu chai 500ml
482	Nem nướng nha trang PM Foods vỉ 500gr (Kèm nước chấm)
483	Xương đuôi heo CP túi 1kg
484	"Khoai lang mật Lộc Bình túi 0,9-1kg (củ bám đất)"
485	Bánh mì Sandwich Staff Hữu Nghị gói 275gr
486	Thùng 24 lon nước ngọt Cocacola lon 320ml 
487	Cá basa cắt khúc VAN khay 500gr ( mạ băng 25% giữ độ tươi ngon )
488	Trứng gà ta Hòa phát Smile HPs21B hộp 10 quả
489	[Quà tặng] Yến sào cao cấp Queennest 25% không đường -70ml
490	Yến sào cao cấp Queennest 25% không đường -70ml
491	[CỰC RẺ] Thùng 24 chai Trà Mật Ong Vị Chanh Boncha chai 450ml
492	Lốc 12 chai Nước suối Number 1 chai 500ml
493	Xúc xích bắp phô mai Đức Việt gói 250gr
494	[TẶNG THÊM 1 CÁI GIÁ KHÔNG ĐỔI] Bánh Richy Karo trứng chà bông gói 182gr (7 packs)
495	Thịt Bò Vụn Tươi Trung Đồng Khay 200g
496	Nước Màu Dừa Bến Tre A Tuấn Khang Ocop chai 120g
497	Cá Basa Cắt Khúc Tuấn Nguyễn khay 300g
498	Cá diêu hồng làm sạch Alo Fish khay 300-400g
499	"Rổ nhựa vuông nhỏ đựng rau, đựng đồ đa năng Song Long - size 15.5 x 15.5 x 5.5cm (màu ngẫu nhiên)"
500	Má đùi gà Sunny Gold Khay 500 g
501	Mực Cắt Vòng đông lạnh Hoàng Hải túi 500g (Net 60%)
502	Đường kính trắng An Khê túi 500g
503	Hạt Nêm Knorr Thịt Thăn Xương Ống Và Tủy gói 170g
504	[ GIÁ RẺ VÔ ĐỊCH ] Cá trứng nhập khẩu Nauy TPFood khay 200gr +/-20gr
505	Cam sành Miền Tây Túi 3kg +/-100gr (Mã rám)
506	Thùng 30 gói Mì Good Phở Gà Acecook gói 68g
507	Thùng 24 hũ Muối chấm Hảo Hảo tôm chua cay hũ 120gr
508	[GIẢM 63%] Cà chua túi 2kg +/-60g
509	Xương Heo Hầm Súp Vĩnh Tân Khay 400g +/- 20g
510	(ĐẶC SẢN BA VÌ) Thùng 12 hũ Sữa chua Dê Ít Đường Bavicow hũ 100gr
511	Ngũ cốc Calbee Nhật Bản táo dâu gói 750g
512	Nước Rửa Chén Bát SuRF Hương Chanh Sả 750g
513	Viên thả bồn cầu vệ sinh khử mùi diệt khuẩn gói 10 viên
514	Bánh mì thịt xốt trứng muối MB Otto gói 50g
515	Cánh gà khúc giữa JAPFA BEST khay 500gr
516	Khoai tây cọng Bỉ Marquise Gastro nhập khẩu sợi 9/9 túi 475gr
517	COMBO 10 gói xúc xích Vienna LC Foods gói 500g ( 10 cái )
518	Bột Canh Ajinomoto gói 190g
519	Bí Nhật Non 400-600g
520	Bánh oreo chocolate gói 64.4GR
521	Mì Lẩu Thái Tôm Acecook gói 80g
522	Mì Siukay Acecook Vị Bò gói 127g
523	Mì Hảo Hảo Lẩu Kim Chi Hàn Quốc gói 75g
524	Mì Gói Hương Tôm Yum Mama gói 55g
525	Cải Thìa (cải chip) túi 400g +/-10g
526	"Combo Ngò Ôm, Ngò Gai túi 50g"
527	"[CỰC RẺ] Combo 03 Hộp chữ nhật nhựa PP đựng thực phẩm bảo quản thực phẩm để tủ lạnh Hokori Việt Nhật, giao màu ngẫu nhiên"
528	SURF Nước rửa chén trà xanh lá dứa túi 3.4kg
529	Dép xốp đi trong nhà mềm nhẹ êm ái ( giao màu ngẫu nhiên- freesize) HTD
530	Tim gà CP Khay 250gr
531	Khăn gội Hanoitex cotton 35*80cm 120g (giao màu ngẫu nhiên)
532	Giấy Vệ Sinh Hà Nội Silk 3 Lớp 6 Cuộn Không Lõi
533	"Rổ đan mây SIZE ĐẠI (3415-3) nhựa Việt Nhật , kt :36x26x21 ,đựng đồ đa năng không nắp, giao màu ngẫu nhiên"
534	Kẹo dẻo BOOM Orion hương ĐÀO gói 25gr
535	Bánh bông lan sợi thịt gà Orion Cest Bon gói 85gr
536	Khoai lang kén Lục Hồng 250Gr
537	Bánh lương khô rong biển FUCUCO ngon chất túi 400gr
538	Bánh lương khô socola FUCUCO ngon chất túi 400gr
539	Snack PINATTSU Đậu Phộng Vị Mực Cay OISHI gói 85g
540	Đậu Phộng Da Cá POCA Vị Phô Mai gói 28gr
541	Snack PINATTSU Đậu Phộng Vị Nước Cốt Dừa OISHI gói 85g
542	Pillows Snack Nhân Vị Socola OISHI gói 80g
543	Pillows Snack Nhân Vị Cookie Và Kem Vani OISHI gói 80g
544	(MUA CHUNG) Combo 10 gói Xúc xích Romas Đức Việt gói 500gr
545	MEDIAN DENTAL Kem đánh răng IQ 93%  Làm Trắng Răng Màu Trắng Bạc 120g
546	Mồng tơi túi 400gr
547	"Ớt chuông, size quả 140- 200gr, giao màu ngẫu nhiên"
548	 Lốc 4 hộp sữa chua Vinamilk CÓ ĐƯỜNG 100gr
549	Khoai tây túi 1kg +/- 50gr
550	Combo 5 cái bánh mì chuột Bonjour cái 40gr
551	Ức gà nguyên xương không da Hòa Phát khay 500gr +/- 25gr
552	Cà tím dài túi 500gr
553	Chả mỡ nướng Shining Dawn PM Food túi 500gr
554	Bột chiên giòn Meizan gói 150g
555	Dồi sụn nướng Koji Deli gói 500g
556	Nước mắm cốt nhỉ 40 độ đạm Hồng Hạnh chai 150ML
557	Lương khô ăn kiêng Tân Việt Nhật 300gr
558	Lương khô ăn kiêng quân đội Happy Life túi 180gr (CHÍNH HÃNG)
559	Nem chua rán phố cổ cao cấp Muwono hộp 440gr (20 chiếc) +/-20gr
560	Nem bùi Bắc Ninh gói 1 quả 150gr
561	Chả Quế Chay Tố Tâm - Gói 250g [OCOP] 
562	Giò Lụa Chay Tố Tâm Gói 200gr [OCOP]
563	Cải chíp túi 400gr  SAPA Lâm Anh
564	Tỏi cánh gà JAPFA BEST khay 500gr
565	Ba chỉ heo Nga Ace Foods khay 500gr +/- 25gr
566	Xốt gia vị hoàn chỉnh thịt kho tàu Barona gói 80g
567	[CỰC RẺ] SILKWELL Giấy vệ sinh cherry cao cấp 10 cuộn 3 lớp không lõi
568	MUA CHUNG Combo 10 gói SILKWELL Khăn giấy rút cherry gói 280 tờ
569	Trứng gà ri thả đồi AH hộp 10 quả
570	Quả quất túi 200gr
571	Cua đồng xay Quê Việt gói 500gr +/- 10gr
572	Sữa tươi nguyên chất TH true MILK bịch 220ml
573	Sữa tươi nguyên kem Lisolla hộp 1L
574	Su su quả túi 1kg +/- 40gr
575	Bánh bột lọc Huế Hương Giang  gói 600g
576	Muối sạch hạt Duyến Hải gói 1 kg
577	Nho đỏ có hạt nhập khẩu Peru hộp 400gr (+-25gr)
578	Xà lách thủy canh túi 200gr
579	Rau mầm hộp 100gr (giao ngầu nhiên màu đỏ hoặc trắng)
580	Tương Ớt Bản Mường Lào Cai Chai 250gr [OCOP]
581	"Mận An Phước Lai Vung, túi 500g +/-50g (4-7 trái)"
582	"Ổi Ruby Tiền Giang, vỉ 0.9-1.1 kg +/-50g"
583	Mì 3 Miền Tôm Chua Cay Gói 65g 
584	Sữa Đặc Có Đường Ông Thọ tuýp 165g
585	Sữa Đậu Nành Fami Canxi hộp 1 Lít
586	"Súp lơ xanh, cây từ 330-400gr"
587	Sunlight Nước Lau Sàn Hương Hoa Lily và Bạch Trà Can 3.6kg
588	Cá hồi tươi phi lê phần đuôi khay 150gr +/- 10gr
589	[CỰC RẺ] Thùng 24 chai Trà Mật Ong Vị Tắc Boncha chai 450ml
590	Má Đùi Gà Cắt Miếng CP khay 500g
591	Xương Sườn Sống Heo CP khay 500g
592	"(Quà tặng) Nước giặt đậm đặc cao cấp D-SHINING Hương Nước Hoa 3,6kg"
593	QUÀ TẶNG ĐẦU BẾP TÔM Nước chấm nhãn vàng chai 500ml
594	ĐẦU BẾP TÔM Nước chấm nhãn vàng chai 500ml
595	"Nước giặt đậm đặc cao cấp D-SHINING Hương Nước Hoa 3,6kg"
596	Thịt xay heo Nga ACE FOODS khay 300gr +/- 15gr (nạc vai xay)
597	Nước tương đậu nành Maggi chai 300ml
598	Dầu hào Maggi chai 350gr 
599	Mì fresh Spaghetti xốt bò bằm phô mai LC Foods gói 270g
600	Đầu cánh gà CP gói 500gr
601	Trứng gà so Ba Huân hộp 12 quả
602	Gạo Lài Nhật Japonica Vja Food túi 10kg
603	Ba chỉ (ba rọi) heo 3G hộp 300gr
604	Trứng gà AH size 50gr hộp 10 quả
605	Sườn già heo CP hộp 300gr
606	Thùng 12 lốc sữa Kun socola lúa mạch hộp 110ml
607	Táo Ambrosia nhập khẩu khay 600 - 700gr
608	Ổi Lê túi từ 0.9 - 1.1 kg (mã rám)
609	Xoài Đài Loan xanh quả từ 500gr - 700gr (Mã rám)
610	Rau Tía Tô túi 100g +/-5g
611	Củ Dền Đà Lạt túi 500g +/-15g
612	Cần Tây bó 500g +/- 15g (cây 150g up)
613	Đậu Bắp Khay 300g +/-9g
614	[GIẢM 38%] Combo 3 trái Bí đao trái 300-500g
615	[Chính hãng] Gạo ST25 Sóc Trăng (Ông Cua) túi 5kg
616	Combo 10 gói Lương Khô Tổng Hợp Hải Châu vị đậu xanh gói 65gr
617	Cải Ngọt túi 400g +/-10g
618	"Súp lơ xanh, cây từ 420-550gr"
619	Sốt Gà Nướng Mật Ong DH Foods gói 65gr
620	Thịt heo xay CP (XAY SỢI) hộp 300gr
621	Hộp đựng thực phẩm 6586 Việt Nhật kt: 28 x 12 x 6.5cm
622	Lốc 5 chai sữa chua Vinamilk Probi ít đường chai 65ml
623	Lốc 5 chai sữa chua uống Vinamilk Probi vị dưa gang chai 65ml
624	Quýt Babi túi từ 0.9 - 1.1 kg
625	Cá basa phi lê Miền Hạ Long khay 300gr
626	Combo 5 Gói Sữa Dinh Dưỡng Vinamilk Không Đường 220ml
627	Sữa đặc pha chế NutiMilk Hộp 380g
628	Thùng 20 lon bia Tiger crystal lon 330ml
629	Tẩy bồn cầu và nhà tắm VIM chai 500ml
630	Sữa chua Lắc Ba Vì Milk vị Dâu tây chai 300ml
631	Sữa chua Lắc Ba Vì Milk vị Xoài chai 300ml
632	Sữa chua Lắc Ba Vì Milk vị Chanh dây chai 300ml
633	Lốc 4 hộp Sữa chua uống Monu có đường Hộp 110ml
634	Cá kho Aji-Quick gói 31g
635	Gia Vị Nấu Sẵn Aji Quick Thịt Kho 31g
636	Gia Vị Nêm Sẵn Aji Quick Phở Bò Gói 57g
637	Nước rửa chén SUNLIGHT thiên nhiên muối khoáng lô hội chai 750gr
638	Nước rửa chén SUNLIGHT chai 750gr
639	Chả mỡ nướng ANTA gói 500gr
640	Sữa tắm hương nước hoa Ramzer 2in1 siêu thơm và lưu hương chai 1 lít
641	Bò Viên Godaco gói 200gr
642	Đậu đen PMT 250g
643	[CỰC RẺ] Khoai lang kén Thảo Linh Linh gói 250gr (OCOP)
644	Kisshu bánh mì chà bông Bảo Ngọc gói 50g
645	Nem Phùng thính thơm gói 1 quả 150gr +/- 10gr
646	Mận Hậu hộp 500gr +/-15gr (Đầu mùa)
647	Bánh giò Phú Hương nhân thịt DABACO gói 150g
648	Nem viên phô mai phố cổ giòn tan trào vị phô mai Muwono hộp 300gr +/-20gr
649	Màng bọc thực phẩm co giãn có chun kèm túi gấu [SET 80- 100 CHIẾC] 
650	Nạc Dăm Heo CP Túi 1kg
651	Bông Tắm Lưới Tròn Tạo Bọt Lưới Siêu Mềm (giao màu ngẫu nhiên)
652	Thịt Bắp Giò Heo Không Xương CP Khay 300g
653	Pizza Hải Sản Hetori Size 15cm Túi 135g +/- 15g
654	[CỰC RẺ] Trà Mật Ong Vị Việt Quất Boncha chai 450ml
655	Sandwich sữa tươi hokkaido Bảo Ngọc gói 185g
656	"SET Bột bánh trôi ngũ sắc, đường nâu nguyên liệu hoàn toàn tự nhiên túi 650gr"
657	LIX Nước tẩy javel chai 1kg
658	Lốc 4 hộp Sữa chua Vinamilk trái cây hộp 100ml
659	Lốc 4 hộp Sữa chua ăn Mộc châu có đường hộp 100gr
660	Lốc 4 hộp Sữa chua Ba Vì có đường hộp 100gr
661	Sủi cảo nhân thịt heo rau củ Đức Việt gói 450gr
662	Nước tẩy quần áo Axo chai hồng 800ml
663	Bánh Gạo An Orion vị tảo biển gói 111.3gr
664	Bánh gạo nướng An cốm sen gói 168gr
665	MUA CHUNG Thùng 20 gói TOP GIA Giấy ăn đa sắc 240 tờ 4 lớp 140mm x 175mm
666	"Chuối Ngự tiến vua thơm ngon nải từ 0,7 - 1 kg"
667	Lá lốt túi 100gr
668	Mộc nhĩ khô Lý tưởng gói 100g
669	"Quýt Đường Bi Chín, túi lưới 1kg +/-50g (10-18 trái)"
670	Bông Cải Xanh 230g up
671	[ LỐC 5 CHAI ] Sữa Chua Uống Probi Ít Đường Lốc 5 Chai x 65ml
672	"Nhãn Idor Tiền Giang, túi 500g +/-30g"
673	Giá Sống túi 300g +/-20g
674	Sữa Tươi Tiệt Trùng Ít Đường TH True Milk Hộp 1L
675	KMH. Dầu gội Salon Link 1000ml
676	[CỰC RẺ] Bánh đa quỳnh côi cuộn tròn túi 500gr
677	Thùng 24 lon Nước ngọt Cocacola lon 235ml
678	Bánh Snack Mực Bento Cay gói 18g
679	Sườn Sống Heo Vissan túi 500g
680	(QUÀ TẶNG) Bim Bim củ mài Q Royal vị nguyên bản 90gr
681	Găng tay thực phẩm phân hủy sinh học Sunhouse KS-PG290M Size M
682	Tương cà Chinsu chai 250gr
683	Bim Bim củ mài Q Royal vị nguyên bản 90gr
684	Tương Ớt ChinSu Chai 250g
685	Nước Tương Tam Thái Tử Nhất Ca Chinsu chai 500ml
686	Đậu xanh tách vỏ Vinagreen 200gr
687	(Mua Chung)Combo 3  [BẢO QUẢN ĐÔNG LẠNH] Đậu hũ cá phô mai EB túi 500g
688	Viên uống Vitamin tổng hợp DHC (New) bổ sung 12 loại vitamin thiết yếu gói 30 viên (30 ngày)
689	Giấm trắng Trung Thành chai 500ml
690	Chả giò hải sản kem bơ Vissan gói 350gr
691	[RẺ] [ THÙNG 48 HỘP ] Sữa Tươi Tiệt Trùng TH True MILK Hương Dâu Tự Nhiên Thùng 48 Hộp x 180 ml
692	"10 KG Cam Sành Da Bụi Vĩnh Long, Túi 10kg +/- 300g"
693	D-NEE Nước giặt quần áo em bé tím 3000ml (Mẫu mới )
694	[CỰC RẺ] Lốc 4 hộp Hoff Sữa chua ăn Trẻ em vị Chuối hộp 55gr
695	Măng tây Đà Lạt túi 250gr
696	Chân giò ủ muối Đức Việt gói 450gr
697	Sauce ướp thịt nướng Cholimex gói 70gr
698	Kẹo dẻo BOOM Orion hương NHO gói 25gr
699	Bánh bao xá xíu O'food Đức Việt gói 200gr
700	Tàu Hũ Trắng Ichi-Sakura cây 240g
701	Bơ thực vật Meizan hũ 80gr
702	Xà lách xoăn Vietgap túi 400gr
703	Bàn Chải Đánh Răng P/S Bảo Vệ 123 Mềm Mại ( 1 Cây) giao màu ngẫu nhiên
704	Sụn non heo Nga thái lát ACE FOODS khay 500gr
705	Ba chỉ bò cuộn (phần nạc nạm bụng) Minh Đức Foods khay 500gr +/- 25gr
706	[ DIỆN MẠO MỚI ] Xúc xích cocktail xông khói CP gói 250gr
707	Trứng gà ta  HG size 50gr hộp 10 quả
708	Thịt xay đặc biệt heo 3G hộp 300gr
709	Nước tương Chinsu nấm Shitake chai 330ml
710	Bánh Snack Ostar khoai tây vị tảo biển gói 30/32gr
711	(QUÀ TẶNG) Bim Bim củ mài Q Royal vị bò bít tết 60g 
712	Bánh yến mạch sữa Oatmilk Richy túi 40gr
713	Bim Bim củ mài Q Royal vị bò bít tết 60g 
714	Bánh giò Phú Hương nhân thịt DABACO gói 200gr
715	[CỰC RẺ] Combo 5 gói Mì Spaghetti Bistro  Xốt Kem Phô Mai Kiểu Ý gói 100g
716	Bánh Sandwich lát Otto vị lạt MB gói 250g
717	Snack PINATTSU Đậu Phộng Tỏi Ớt OISHI gói 85g
718	Trà thái AOV thơm ngon sánh mịn chai 300ml
719	Nước rửa chén Hương Quế Protect chai 3.6 kg
720	Bánh bao Chay sữa Phú Mỹ gói 200g
721	"Dưa Lưới, trái 0.7-1 kg"
722	Cháo Gà Gấu Đỏ gói 50g
723	Đùi tỏi gà CP túi 1kg
724	Phô mai que nhiều nhân Ace Foods hộp 500gr
725	Khô bò xé sợi FANSIPAN gói 50gr
726	Bí đao trái 300-500g
727	Hành Tím Đà Lạt túi 250g +/-7g
728	Đậu Cove Trắng Đà Lạt túi 250g +/-7g
729	Rau Ngót túi 300g +/-10g
730	Cải Bó Xôi Thuỷ Canh gói 250g +/-10g
731	[CỰC RẺ] Trà xanh C2 chanh chai 455ml
732	Bánh mì chà bông Staff Hữu Nghị cái 60gr
733	Ủng đi mưa PE trong suốt ( giao màu ngẫu nhiên - freesize) HTD
734	Giấy vệ sinh Saigon Eco 2 lớp lốc 10 cuộn
735	Găng tay/Bao tay Phân Hủy Sinh Học Size L Hộp 100 Cái
736	Bắp Cải Trái Tim Đà Lạt túi 500-700g
737	[GIẢM 60%]  5 Khay Bò Nướng Lá Lốt Đông Lạnh Hoa Doanh Gói 200g
738	Trứng Gà Tươi Ba Huân Size 550g hộp 10 quả
739	Thảm lau chân hình oval  3D chống trượt 40x60cm (Mẫu ngẫu nhiên)
740	Snack Tôm Cay OISHI gói 32g
741	Trà sữa Thảo Nguyên Xanh chai 350ml
742	Sữa đặc ngôi sao Phương Nam Vinamilk xanh biển lon 380gr
743	Bánh Coffeejoy Mayora gói 142g
744	Pizza bò bằm LC Foods gói 140g
745	Thịt chưng mắm tép Tâm Gia hộp 300gr
746	Xương sống gà JAPFA BEST túi 1 kg
747	Xôi chim mỡ hành đặc sản Mễ Trì Bếp Lang Liêu túi 400gr 
748	Gà ta CP cắt miếng sẵn Hộp 800gr
749	Xốt gà chiên nước mắm Cholimex gói 90g
750	Bánh sữa Lothamilk nguyên chất túi 140gr
751	Nước mắm chay từ thơm (dứa) Hoa Sen chai 250ml [OCOP]
752	SET 20 khăn nén rửa mặt viên kẹo nhỏ gọn - tiện lợi kt khăn: 24x30 CM HTD
753	VIVANT Nước chứa vi khoáng thiên nhiên chai 500ml
754	Đuôi Heo CP Khay 500g
755	Cà phê highland lon 235ml
756	Bia 0 độ BALTIKA Wheat lon 450ml
757	Combo 5 gói Phở Gánh Hà Nội Đặc Biệt Hương Vị Gà Food Deli gói 75gr
758	Nước Dùng Cô Đặc Lẩu Thái SG Food gói 180g
759	"Thanh Long Ruột Trắng Bình Thuận, túi 0.8-1.1kg"
760	Hạt nêm Knorr Thịt Thăn Xương Ống Tuỷ gói 900g tặng Hạt nêm Knorr Thịt Thăn Xương Ống Tuỷ gói 136g
761	Nước Chấm Đầu Bếp Tôm Nhãn Vàng chai 500ml
762	Bánh bao sữa tươi Kitkool (LC Foods) gói 200g
763	"Sapoche Vĩnh Kim Nguyên Cám, túi 1kg +/-50g "
764	Nồi hấp 2 tầng 28cm
765	Nui Tôm Khô Rau Củ Safaco gói 500g
766	Tôm Viên An Hiệp Godaco Gói 500g
767	[QUÀ TẶNG] Hạt Nêm Chinsu Ngọt Tôm Thơm Thịt gói 500g
768	Gạo Thơm Neptune Nhãn Vàng Túi 5kg
769	Bì Heo Tươi Thái Sợi Ngọc Tú Gói 100g
770	Xương Bộ Heo (10% Nạc) Vissan túi 1kg
771	Thực phẩm bổ sung sữa hạt ngũ cốc B'fast Bịch 20 gói x 25g
772	Sữa Chua Uống Yomost Vị Dâu lốc 4 hộp x 170ml
773	Combo 5 kg (+/-100gr) Lê đường xanh 
774	Rau muống túi 400gr
775	Kẹo mềm sữa Sumika Bibica túi 70gr
776	[QUÀ TẶNG] Cánh Gà Thảo Mộc MVP (Cánh giữa ủ muối thảo mộc ăn liền) túi 120g
777	Thịt Đùi Heo CP Túi 1kg
778	Sườn Non Heo CP Túi 1kg
779	Hạt Nêm Aji Ngon Heo gói 400g
780	Khăn ướt Khánh An Baby Wipes 100gr/ gói (55-60 tờ)
781	Bánh gạo One One Gold vị Pho Mai Ngô gói 118g
782	Combo 5 bịch (450 chiếc) màng bọc thực phẩm co giãn siêu dai có chun hình túi gấu
